19	1
21	2
23	3
25	4
143	1
145	2
147	3
149	4
382	1
384	2
386	3
389	4
506	1
508	2
510	3
512	4
609	1
611	2
623	1
625	2
637	1
639	2
651	1
653	2
685	1
687	2
689	3
691	4
910	1
912	2
914	3
916	4
1164	1
1166	2
1168	3
1170	4
