5045	02:00:00:ec:01:01	02:00:00:ec:02:10
5054	02:00:00:ec:02:10	02:00:00:ec:01:01
5064	02:00:00:ec:02:10	02:00:00:ec:01:01
5066	02:00:00:ec:01:01	02:00:00:ec:02:10
5108	02:00:00:ec:02:10	02:00:00:ec:01:01
5110	02:00:00:ec:01:01	02:00:00:ec:02:10
5112	02:00:00:ec:02:10	02:00:00:ec:01:01
5114	02:00:00:ec:01:01	02:00:00:ec:02:10
5116	02:00:00:ec:02:10	02:00:00:ec:01:01
5118	02:00:00:ec:02:10	02:00:00:ec:01:01
5120	02:00:00:ec:01:01	02:00:00:ec:02:10
5122	02:00:00:ec:01:01	02:00:00:ec:02:10
5124	02:00:00:ec:02:10	02:00:00:ec:01:01
5126	02:00:00:ec:01:01	02:00:00:ec:02:10
5128	02:00:00:ec:02:10	02:00:00:ec:01:01
5130	02:00:00:ec:01:01	02:00:00:ec:02:10
5132	02:00:00:ec:02:10	02:00:00:ec:01:01
5134	02:00:00:ec:01:01	02:00:00:ec:02:10
5143	02:00:00:ec:02:10	02:00:00:ec:01:01
5145	02:00:00:ec:01:01	02:00:00:ec:02:10
5151	02:00:00:ec:02:10	02:00:00:ec:01:01
5153	02:00:00:ec:01:01	02:00:00:ec:02:10
5203	02:00:00:ec:02:10	02:00:00:ec:01:01
5205	02:00:00:ec:01:01	02:00:00:ec:02:10
5251	02:00:00:ec:02:10	02:00:00:ec:01:01
5253	02:00:00:ec:01:01	02:00:00:ec:02:10
5259	02:00:00:ec:02:10	02:00:00:ec:01:01
5261	02:00:00:ec:01:01	02:00:00:ec:02:10
5267	02:00:00:ec:02:10	02:00:00:ec:01:01
5271	02:00:00:ec:02:10	02:00:00:ec:01:01
5273	02:00:00:ec:01:01	02:00:00:ec:02:10
5277	02:00:00:ec:01:01	02:00:00:ec:02:10
5283	02:00:00:ec:02:10	02:00:00:ec:01:01
5285	02:00:00:ec:01:01	02:00:00:ec:02:10
5291	02:00:00:ec:02:10	02:00:00:ec:01:01
5293	02:00:00:ec:01:01	02:00:00:ec:02:10
5299	02:00:00:ec:02:10	02:00:00:ec:01:01
5301	02:00:00:ec:01:01	02:00:00:ec:02:10
5305	02:00:00:ec:01:01	02:00:00:ec:02:10
5428	02:00:00:ec:02:10	02:00:00:ec:01:01
5446	02:00:00:ec:01:01	02:00:00:ec:02:10
5448	02:00:00:ec:01:01	02:00:00:ec:02:10
5454	02:00:00:ec:02:10	02:00:00:ec:01:01
5492	02:00:00:ec:02:10	02:00:00:ec:01:01
5602	02:00:00:ec:01:01	02:00:00:ec:02:10
5648	02:00:00:ec:01:01	02:00:00:ec:02:10
5744	02:00:00:ec:01:01	02:00:00:ec:02:10
5882	02:00:00:ec:01:01	02:00:00:ec:02:10
6024	02:00:00:ec:01:01	02:00:00:ec:02:10
6070	02:00:00:ec:01:01	02:00:00:ec:02:10
6072	02:00:00:ec:02:10	02:00:00:ec:01:01
6074	02:00:00:ec:01:01	02:00:00:ec:02:10
